,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,total_bill,tip,sex,smoker,day,time,size
208,1,3,female,16.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,24.27,2.03,Male,Yes,Sat,Dinner,2.0
209,1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,12.76,2.23,Female,Yes,Sat,Dinner,2.0
210,0,3,male,24.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,30.06,2.0,Male,Yes,Sat,Dinner,3.0
211,1,2,female,35.0,0,0,21.0,S,Second,woman,False,,Southampton,yes,True,25.89,5.16,Male,Yes,Sat,Dinner,4.0
212,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,48.33,9.0,Male,No,Sat,Dinner,4.0
213,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,13.27,2.5,Female,Yes,Sat,Dinner,2.0
214,0,3,male,,1,0,7.75,Q,Third,man,True,,Queenstown,no,False,28.17,6.5,Female,Yes,Sat,Dinner,3.0
215,1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,12.9,1.1,Female,Yes,Sat,Dinner,2.0
216,1,3,female,27.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,28.15,3.0,Male,Yes,Sat,Dinner,5.0
217,0,2,male,42.0,1,0,27.0,S,Second,man,True,,Southampton,no,False,11.59,1.5,Male,Yes,Sat,Dinner,2.0
218,1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,7.74,1.44,Male,Yes,Sat,Dinner,2.0
219,0,2,male,30.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,30.14,3.09,Female,Yes,Sat,Dinner,4.0
220,1,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,12.16,2.2,Male,Yes,Fri,Lunch,2.0
221,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,13.42,3.48,Female,Yes,Fri,Lunch,2.0
222,0,3,male,51.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,8.58,1.92,Male,Yes,Fri,Lunch,1.0
223,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15.98,3.0,Female,No,Fri,Lunch,3.0
224,1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,13.42,1.58,Male,Yes,Fri,Lunch,2.0
225,0,3,male,22.0,0,0,9.35,S,Third,man,True,,Southampton,no,True,16.27,2.5,Female,Yes,Fri,Lunch,2.0
226,1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,10.09,2.0,Female,Yes,Fri,Lunch,2.0
227,0,3,male,20.5,0,0,7.25,S,Third,man,True,,Southampton,no,True,20.45,3.0,Male,No,Sat,Dinner,4.0
228,0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,13.28,2.72,Male,No,Sat,Dinner,2.0
229,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,22.12,2.88,Female,Yes,Sat,Dinner,2.0
230,1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,24.01,2.0,Male,Yes,Sat,Dinner,4.0
231,0,3,male,29.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,15.69,3.0,Male,Yes,Sat,Dinner,3.0
232,0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,11.61,3.39,Male,No,Sat,Dinner,2.0
233,1,3,female,5.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,10.77,1.47,Male,No,Sat,Dinner,2.0
234,0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,15.53,3.0,Male,Yes,Sat,Dinner,2.0
235,0,3,female,,0,0,7.55,S,Third,woman,False,,Southampton,no,True,10.07,1.25,Male,No,Sat,Dinner,2.0
236,0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,12.6,1.0,Male,Yes,Sat,Dinner,2.0
237,1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,32.83,1.17,Male,Yes,Sat,Dinner,2.0
238,0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,35.83,4.67,Female,No,Sat,Dinner,3.0
239,0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,29.03,5.92,Male,No,Sat,Dinner,3.0
240,0,3,female,,1,0,14.4542,C,Third,woman,False,,Cherbourg,no,False,27.18,2.0,Female,Yes,Sat,Dinner,2.0
241,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,22.67,2.0,Male,Yes,Sat,Dinner,2.0
242,0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,17.82,1.75,Male,No,Sat,Dinner,2.0
243,0,3,male,22.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,18.78,3.0,Female,No,Thur,Dinner,2.0
244,0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
245,0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,,,,,,,
246,0,3,female,25.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,,,,,,,
247,1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False,,,,,,,
248,1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,,,,,,,
249,0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,,,,,,,
250,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
251,0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,,,,,,,
252,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,,,,,,,
253,0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,,,,,,,
254,0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,,,,,,,
255,1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,,,,,,,
256,1,1,female,,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,,,,,,,
257,1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,,,,,,,
258,1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,,,,,,,
259,1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
260,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
261,1,3,male,3.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,,,,,,,
262,0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,,,,,,,
263,0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,,,,,,,
264,0,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,,,,,,,
265,0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,,,,,,,
266,0,3,male,16.0,4,1,39.6875,S,Third,man,True,,Southampton,no,False,,,,,,,
267,1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,,,,,,,
268,1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,,,,,,,
269,1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,,,,,,,
270,0,1,male,,0,0,31.0,S,First,man,True,,Southampton,no,True,,,,,,,
271,1,3,male,25.0,0,0,0.0,S,Third,man,True,,Southampton,yes,True,,,,,,,
272,1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False,,,,,,,
273,0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,,,,,,,
274,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
275,1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,,,,,,,
276,0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,,,,,,,
277,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,,,,,,
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,,,,,,,
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,,,,,,,
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
281,0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,,,,,,,
282,0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,,,,,,,
283,1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,,,,,,,
284,0,1,male,,0,0,26.0,S,First,man,True,A,Southampton,no,True,,,,,,,
285,0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,,,,,,,
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,,,,,,,
287,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
288,1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,,,,,,,
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
290,1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,,,,,,,
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,,,,,,,
293,0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,,,,,,,
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
295,0,1,male,,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,,,,,,,
296,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,,,,,,
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,,,,,,,
298,1,1,male,,0,0,30.5,S,First,man,True,C,Southampton,yes,True,,,,,,,
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
300,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
301,1,3,male,,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,,,,,,,
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,,,,,,,
303,1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,,,,,,,
304,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
305,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,,,,,,,
306,1,1,female,,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,,,,,,,
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,,,,,,,
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,,,,,,,
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,,,,,,,
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,,,,,,,
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,,,,,,,
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,,,,,,,
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,,,,,,,
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,,,,,,,
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,,,,,,,
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,,,,,,,
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,,,,,,,
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
324,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,,,,,,,
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,,,,,,,
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,,,,,,,
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,,,,,,,
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,,,,,,,
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
330,1,3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,,,,,,,
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,,,,,,,
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,,,,,,,
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,,,,,,,
334,1,1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False,,,,,,,
335,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,,,,,,,
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,,,,,,,
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,,,,,,,
339,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,,,,,,,
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,,,,,,,
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,,,,,,,
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,,,,,,,
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
347,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,,,,,,,
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,,,,,,,
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,,,,,,,
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,,,,,,,
351,0,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,,,,,,,
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,,,,,,,
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,,,,,,,
354,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,,,,,,,
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,,,,,,,
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,,,,,,,
358,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
359,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,,,,,,,
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,,,,,,,
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,,,,,,,
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,,,,,,,
364,0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,,,,,,,
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,,,,,,,
367,1,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,,,,,,,
368,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,,,,,,,
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,,,,,,,
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,,,,,,,
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,,,,,,,
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,,,,,,,
375,1,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,,,,,,,
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,,,,,,,
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,,,,,,,
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,,,,,,,
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,,,,,,,
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,,,,,,,
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,,,,,,,
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,,,,,,,
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,,,,,,,
384,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,,,,,,,
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,,,,,,,
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
388,0,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,,,,,,,
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,,,,,,,
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,,,,,,,
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,,,,,,,
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,,,,,,,
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,,,,,,,
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,,,,,,,
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,,,,,,,
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,,,,,,,
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,,,,,,,
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,,,,,,,
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,,,,,,,
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,,,,,,,
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,,,,,,,
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,,,,,,,
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,,,,,,,
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,,,,,,,
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,,,,,,,
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,,,,,,,
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,,,,,,,
409,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,,,,,,,
410,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
411,0,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,,,,,,,
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,,,,,,,
413,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,,,,,,
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,,,,,,,
415,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,,,,,,,
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,,,,,,,
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,,,,,,,
420,0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,,,,,,,
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,,,,,,,
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,,,,,,,
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,,,,,,,
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,,,,,,,
425,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
428,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,,,,,,,
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,,,,,,,
431,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,,,,,,,
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,,,,,,,
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,,,,,,,
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,,,,,,,
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,,,,,,,
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,,,,,,,
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,,,,,,,
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,,,,,,,
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,,,,,,,
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,,,,,,,
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,,,,,,,
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
444,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,,,,,,,
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,,,,,,,
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,,,,,,,
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,,,,,,,
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,,,,,,,
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,,,,,,,
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,,,,,,,
451,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,,,,,,,
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,,,,,,,
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,,,,,,,
454,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,,,,,,,
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,,,,,,,
457,1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,,,,,,,
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,,,,,,,
459,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,,,,,,,
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,,,,,,,
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
464,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,,,,,,,
466,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,,,,,,
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,,,,,,,
468,0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,,,,,,,
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,,,,,,,
470,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,,,,,,,
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,,,,,,,
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,,,,,,,
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,,,,,,,
475,0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,,,,,,,
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,,,,,,,
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,,,,,,,
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,,,,,,,
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,,,,,,,
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,,,,,,,
481,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,,,,,,
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,,,,,,,
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,,,,,,,
485,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,,,,,,,
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,,,,,,,
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,,,,,,,
